timestamp,hour,wind speed,wind direction,friction velocity,wind speed_10 m,wind direction_10 m
20200101,0,4.1,281.0,5.700737574722821,5.966419215754283,281.0
20200101,1,4.1,265.0,5.700737574722821,5.966419215754283,265.0
20200101,2,4.2,257.0,5.83977995459411,6.11194163565073,257.0
20200101,3,4.3,262.0,5.978822334465398,6.257464055547175,262.0
20200101,4,4.5,266.0,6.256907094207975,6.548508895340068,266.0
20200101,5,4.7,264.0,6.534991853950551,6.839553735132959,264.0
20200101,6,4.9,262.0,6.813076613693128,7.130598574925852,262.0
20200101,7,5.0,261.0,6.952118993564416,7.276120994822297,261.0
20200101,8,5.1,262.0,7.091161373435704,7.4216434147187424,262.0
20200101,9,5.1,263.0,7.091161373435704,7.4216434147187424,263.0
20200101,10,5.3,263.0,7.369246133178281,7.712688254511635,263.0
20200101,11,5.5,263.0,7.647330892920858,8.003733094304527,263.0
20200101,12,5.8,265.0,8.064458032534722,8.440300353993864,265.0
20200101,13,6.0,268.0,8.3425427922773,8.731345193786757,268.0
20200101,14,6.1,270.0,8.481585172148588,8.876867613683203,270.0
20200101,15,6.2,270.0,8.620627552019878,9.022390033579649,270.0
20200101,16,6.3,268.0,8.759669931891164,9.167912453476095,268.0
20200101,17,6.6,265.0,9.17679707150503,9.604479713165432,265.0
20200101,18,7.0,263.0,9.732966590990182,10.186569392751217,263.0
20200101,19,7.2,263.0,10.01105135073276,10.47761423254411,263.0
20200101,20,7.1,263.0,9.87200897086147,10.332091812647661,263.0
20200101,21,6.6,260.0,9.17679707150503,9.604479713165432,260.0
20200101,22,6.1,256.0,8.481585172148588,8.876867613683203,256.0
20200101,23,6.0,251.0,8.3425427922773,8.731345193786757,251.0
20200102,0,5.9,246.0,8.203500412406012,8.585822773890312,246.0
20200102,1,5.8,244.0,8.064458032534722,8.440300353993864,244.0
20200102,2,5.7,245.0,7.9254156526634345,8.29477793409742,245.0
20200102,3,5.6,248.0,7.786373272792145,8.149255514200972,248.0
20200102,4,5.6,254.0,7.786373272792145,8.149255514200972,254.0
20200102,5,5.5,257.0,7.647330892920858,8.003733094304527,257.0
20200102,6,5.4,259.0,7.508288513049569,7.858210674408082,259.0
20200102,7,5.3,259.0,7.369246133178281,7.712688254511635,259.0
20200102,8,5.2,258.0,7.230203753306992,7.5671658346151895,258.0
20200102,9,5.0,257.0,6.952118993564416,7.276120994822297,257.0
20200102,10,4.8,256.0,6.674034233821839,6.985076155029406,256.0
20200102,11,4.9,254.0,6.813076613693128,7.130598574925852,254.0
20200102,12,5.0,253.0,6.952118993564416,7.276120994822297,253.0
20200102,13,5.2,253.0,7.230203753306992,7.5671658346151895,253.0
20200102,14,5.4,254.0,7.508288513049569,7.858210674408082,254.0
20200102,15,5.6,256.0,7.786373272792145,8.149255514200972,256.0
20200102,16,5.7,259.0,7.9254156526634345,8.29477793409742,259.0
20200102,17,5.8,262.0,8.064458032534722,8.440300353993864,262.0
20200102,18,5.9,264.0,8.203500412406012,8.585822773890312,264.0
20200102,19,6.0,266.0,8.3425427922773,8.731345193786757,266.0
20200102,20,5.9,268.0,8.203500412406012,8.585822773890312,268.0
20200102,21,5.7,270.0,7.9254156526634345,8.29477793409742,270.0
20200102,22,5.5,271.0,7.647330892920858,8.003733094304527,271.0
20200102,23,5.6,271.0,7.786373272792145,8.149255514200972,271.0
20200103,0,5.6,272.0,7.786373272792145,8.149255514200972,272.0
20200103,1,5.7,275.0,7.9254156526634345,8.29477793409742,275.0
20200103,2,5.9,277.0,8.203500412406012,8.585822773890312,277.0
20200103,3,6.2,279.0,8.620627552019878,9.022390033579649,279.0
20200103,4,6.8,280.0,9.454881831247606,9.895524552958324,280.0
20200103,5,7.3,279.0,10.150093730604047,10.623136652440554,279.0
20200103,6,7.8,279.0,10.845305629960489,11.350748751922783,279.0
20200103,7,8.0,279.0,11.123390389703065,11.641793591715675,279.0
20200103,8,8.0,280.0,11.123390389703065,11.641793591715675,280.0
20200103,9,7.7,282.0,10.7062632500892,11.205226332026339,282.0
20200103,10,7.3,284.0,10.150093730604047,10.623136652440554,284.0
20200103,11,7.0,287.0,9.732966590990182,10.186569392751217,287.0
20200103,12,6.7,290.0,9.315839451376318,9.750002133061878,290.0
20200103,13,6.5,294.0,9.03775469163374,9.458957293268986,294.0
20200103,14,6.3,296.0,8.759669931891164,9.167912453476095,296.0
20200103,15,6.3,294.0,8.759669931891164,9.167912453476095,294.0
20200103,16,6.3,290.0,8.759669931891164,9.167912453476095,290.0
20200103,17,6.2,287.0,8.620627552019878,9.022390033579649,287.0
20200103,18,6.0,287.0,8.3425427922773,8.731345193786757,287.0
20200103,19,5.7,288.0,7.9254156526634345,8.29477793409742,288.0
20200103,20,5.3,292.0,7.369246133178281,7.712688254511635,292.0
20200103,21,4.6,297.0,6.395949474079262,6.694031315236513,297.0
20200103,22,4.0,302.0,5.5616951948515325,5.820896795857838,302.0
20200103,23,3.9,303.0,5.422652814980244,5.6753743759613915,303.0
20200104,0,3.8,303.0,5.283610435108956,5.529851956064946,303.0
20200104,1,3.7,302.0,5.144568055237668,5.3843295361685,302.0
20200104,2,3.8,302.0,5.283610435108956,5.529851956064946,302.0
20200104,3,3.9,300.0,5.422652814980244,5.6753743759613915,300.0
20200104,4,4.2,297.0,5.83977995459411,6.11194163565073,297.0
20200104,5,4.4,292.0,6.117864714336687,6.4029864754436225,292.0
20200104,6,4.5,288.0,6.256907094207975,6.548508895340068,288.0
20200104,7,4.5,285.0,6.256907094207975,6.548508895340068,285.0
20200104,8,4.6,283.0,6.395949474079262,6.694031315236513,283.0
20200104,9,4.6,283.0,6.395949474079262,6.694031315236513,283.0
20200104,10,4.5,286.0,6.256907094207975,6.548508895340068,286.0
20200104,11,4.3,289.0,5.978822334465398,6.257464055547175,289.0
20200104,12,4.2,293.0,5.83977995459411,6.11194163565073,293.0
20200104,13,4.3,296.0,5.978822334465398,6.257464055547175,296.0
20200104,14,4.6,298.0,6.395949474079262,6.694031315236513,298.0
20200104,15,4.9,297.0,6.813076613693128,7.130598574925852,297.0
20200104,16,5.1,296.0,7.091161373435704,7.4216434147187424,296.0
20200104,17,5.2,296.0,7.230203753306992,7.5671658346151895,296.0
20200104,18,5.1,296.0,7.091161373435704,7.4216434147187424,296.0
20200104,19,5.1,296.0,7.091161373435704,7.4216434147187424,296.0
20200104,20,4.9,297.0,6.813076613693128,7.130598574925852,297.0
20200104,21,5.0,300.0,6.952118993564416,7.276120994822297,300.0
20200104,22,5.0,305.0,6.952118993564416,7.276120994822297,305.0
20200104,23,5.2,311.0,7.230203753306992,7.5671658346151895,311.0
20200105,0,5.4,320.0,7.508288513049569,7.858210674408082,320.0
20200105,1,5.5,326.0,7.647330892920858,8.003733094304527,326.0
20200105,2,5.4,328.0,7.508288513049569,7.858210674408082,328.0
20200105,3,5.1,327.0,7.091161373435704,7.4216434147187424,327.0
20200105,4,4.8,326.0,6.674034233821839,6.985076155029406,326.0
20200105,5,4.7,320.0,6.534991853950551,6.839553735132959,320.0
20200105,6,4.8,307.0,6.674034233821839,6.985076155029406,307.0
20200105,7,5.2,297.0,7.230203753306992,7.5671658346151895,297.0
20200105,8,5.5,291.0,7.647330892920858,8.003733094304527,291.0
20200105,9,5.8,289.0,8.064458032534722,8.440300353993864,289.0
20200105,10,5.8,290.0,8.064458032534722,8.440300353993864,290.0
20200105,11,5.8,294.0,8.064458032534722,8.440300353993864,294.0
20200105,12,5.9,298.0,8.203500412406012,8.585822773890312,298.0
20200105,13,5.9,300.0,8.203500412406012,8.585822773890312,300.0
20200105,14,5.8,299.0,8.064458032534722,8.440300353993864,299.0
20200105,15,5.8,297.0,8.064458032534722,8.440300353993864,297.0
20200105,16,5.9,296.0,8.203500412406012,8.585822773890312,296.0
20200105,17,5.9,296.0,8.203500412406012,8.585822773890312,296.0
20200105,18,5.9,298.0,8.203500412406012,8.585822773890312,298.0
